Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
619,III.2.6.c,Fotografie,"Fotografie: o. Aufschrift | Settignano ""La Gamberaia""",Abbildung,1 Blatt Fotopapier,Belichtung,111 x 169 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Via del Rossellino 72,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Via del Rossellino 72,Villa Gamberaia (Florenz); Fassade (ost),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,III.2.6.c,Fotografie,"Fotografie: o. Aufschrift | Settignano ""La Gamberaia""",Abbildung,1 Blatt Fotopapier,Belichtung,166 x 117 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Via del Rossellino 72,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Via del Rossellino 72,Villa Gamberaia (Florenz); Fassade (ost),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,III.2.6.d,Blatt,Blatt: o. Aufschrift | Torre del Gallo u Gegend,Abbildung; Beschriftung,1 Blatt,Schreibfeder; Bleistift (grau),106 x 171 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,24.05.1898,Firenze; Arcetri; Via Torre del Gallo 27,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,24.05.1898,Firenze; Arcetri; Via Torre del Gallo 27,Villa Il Gioiello (Florenz) <Torre di Gallo>; Grundriss; Gesimse; Kapitell; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,III.2.6.d,Fotografie,Fotografie: o. Aufschrift | Torre del Gallo u Gegend,Abbildung,1 Blatt Fotopapier,Belichtung,92 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Arcetri; Via Torre del Gallo 27,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Arcetri; Via Torre del Gallo 27,Villa Il Gioiello (Florenz) <Torre di Gallo>; Wandmalerei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,III.2.6.d,Fotografie,Fotografie: o. Aufschrift | Torre del Gallo u Gegend,Abbildung,1 Blatt Fotopapier,Belichtung,92 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Arcetri; Via Torre del Gallo 27,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Arcetri; Via Torre del Gallo 27,Villa Il Gioiello (Florenz) <Torre di Gallo>; Wandmalerei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,III.2.6.d,Fotografie,Fotografie: o. Aufschrift | Torre del Gallo u Gegend,Abbildung,1 Blatt Fotopapier,Belichtung,92 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Arcetri; Via Torre del Gallo 27,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Arcetri; Via Torre del Gallo 27,Villa Il Gioiello (Florenz) <Torre di Gallo>; Innenhof; Säule; Kapitell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,III.2.6.e,Blatt,Blatt: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung; Beschriftung,1 Blatt,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,28.05.1895,Florenz-Settignano; Piazza Niccolò Tommaseo 18,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,28.05.1895,Florenz-Settignano; Piazza Niccolò Tommaseo 18,Santa Maria (Florenz-Settignano); Kapitelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,III.2.6.e,Blatt,Blatt: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung; Beschriftung,1 Blatt,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.05.1898,Firenze; Via di San Martino a Mensola 4,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,25.05.1898,Firenze; Via di San Martino a Mensola 4,San Martino a Mensola (Florenz); Kapitelle; Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,III.2.6.e,Blatt,Blatt: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung; Beschriftung,1 Blatt,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,25.05.1898,Firenze; Via di San Martino a Mensola 4,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,25.05.1898,Firenze; Via di San Martino a Mensola 4,San Martino a Mensola (Florenz); Grundriss; Kapitelle; Portal,materiell,Artefakt,betreffend,NULL,Firenze,Palazzo Pazzi-Quaratesi (Florenz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,III.2.6.e,Blatt,Blatt: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung; Beschriftung,1 Blatt,Bleistift (grau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Maiano,Heinrich von Geymüller,materiell,Artefakte,wiedergebend,NULL,Maiano,Gebäude; Ansicht; Villen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,III.2.6.e,Blatt,Blatt: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung; Beschriftung,1 Blatt,Bleistift (grau); Bleistift (blau),105 x 155 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,05.06.1898,Fiesole; Via del Saviatino 1,Heinrich von Geymüller,materiell,Artefakt,wiedergebend,05.06.1898,Fiesole; Via del Saviatino 1,Villa Montalto (Fiesole),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,natürliches Objekt,abbildend,NULL,Settignano,Panorama (in Richtung Süden) [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Settignano,Gebäude; Villa; Innenhof; Laubengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Settignano,Gebäude; Villa; Innenhof; Laubengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Settignano,Gebäude; Villa; Innenhof; Laubengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,natürliches Objekt,abbildend,NULL,Settignano,Panorama (in Richtung Süden) [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,natürliches Objekt,abbildend,NULL,Settignano,Panorama (in Richtung Süden) [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,100 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Settignano,Santa Maria (Florenz-Settignano); Innenraum; Säule; Kapitell; Altar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,112 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Settignano,Santa Maria (Florenz-Settignano); Innenraum; Säule; Kapitell; Altar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,III.2.6.e,Fotografie,Fotografie: o. Aufschrift | Settignano u Umgegend e Majano | Settignano e Majano,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Settignano,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Settignano,Santa Maria (Florenz-Settignano); Innenraum; Tabernakel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Florenz,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Säulen; Kapitell; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,San Casciano (Val di Pesa); Via Faltignano 4,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,San Casciano (Val di Pesa); Via Faltignano 4,Casa del Machiavelli (San Casciano Val di Pesa) <Villa Mangiacane>; Fassade  [nord],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Pisignano (San Casciano),Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Pisignano (San Casciano),Villa Aloisi; Fassade,materiell,Personen,abbildend,NULL,San Casciano (Val di Pesa); Via Faltignano 4,Heinrich von Geymüller; Marguerite Delaborde [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Innenhof; Fassade (west); Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Loggia (süd),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Innenhof; Fassade (west); Arkaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Fassade (west),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Fassade (west); Fenster; Fenstergitter; Fensterverdachung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,abbildend,NULL,NULL,Portrait; Heinrich von Geymüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Pisignano (San Casciano),Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Pisignano (San Casciano),Villa Aloisi; Fassade,materiell,Personen,abbildend,NULL,San Casciano (Val di Pesa); Via Faltignano 4,Heinrich von Geymüller; Marguerite Delaborde [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Fassade (süd); Portal; Fenster,materiell,Person,abbildend,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller; Marguerite Delaborde [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Pisignano (San Casciano),Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Pisignano (San Casciano),Villa Aloisi; Fassade,materiell,Personen,abbildend,NULL,San Casciano (Val di Pesa); Via Faltignano 4,Heinrich von Geymüller; Marguerite Delaborde [?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Arkaden; Loggia (west); Innenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101 ,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101 ,Villa i Collazzi (Florenz); Fassade (nord); Innenhof; Arkaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101,Villa i Collazzi (Florenz); Fassade (süd); Loggia; Fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,III.2.6.f,Fotografie,Fotografie: o.Aufschrift | Villa Bombicci | Aloisi u Mazzei,Abbildung,1 Blatt Fotopapier,Belichtung,90 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Impruneta; Via Colleramole 101,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Impruneta; Via Colleramole 101,Villa i Collazzi (Florenz); Arkaden; Loggia (west); Innenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Grotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Garten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Brüstung; Balustrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Brunnen; Palazzo Pitti; Fassade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Brunnen; Palazzo Pitti; Fassade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Brüstung; Balustrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Grotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Grotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,III.2.6.g,Fotografie,Fotografie: o. Aufschrift | Boboli,Abbildung,1 Blatt Fotopapier,Belichtung,119 x 90 mm,,,,,,,,,,,,,,,x,,,materiell,Person,verfasst,NULL,Firenze; Sdrucciolo dei Pitti 1,Heinrich von Geymüller,materiell,Artefakt,abbildend,NULL,Firenze; Sdrucciolo dei Pitti 1,Museo Giardino di Boboli (Firenze); Grotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
